Age (months)	Age (years)	16	17	18.5	23	25	27	30	35
24	2	13.4	14.05	14.96	17.25	18.09	18.83	19.81	21.13
25	2.08	13.37	14.02	14.93	17.21	18.05	18.79	19.77	21.09
26	2.17	13.35	14	14.9	17.17	18	18.75	19.73	21.05
27	2.25	13.32	13.97	14.86	17.13	17.96	18.71	19.68	21.01
28	2.33	13.3	13.94	14.83	17.09	17.92	18.67	19.64	20.97
29	2.42	13.27	13.91	14.8	17.05	17.88	18.63	19.6	20.94
30	2.5	13.25	13.88	14.77	17.01	17.84	18.59	19.57	20.9
31	2.58	13.22	13.86	14.74	16.98	17.81	18.55	19.53	20.87
32	2.67	13.2	13.83	14.71	16.94	17.77	18.52	19.5	20.84
33	2.75	13.18	13.8	14.68	16.91	17.74	18.48	19.47	20.81
34	2.83	13.15	13.78	14.65	16.88	17.71	18.45	19.44	20.79
35	2.92	13.13	13.75	14.62	16.85	17.68	18.42	19.41	20.77
36	3	13.11	13.73	14.6	16.82	17.64	18.39	19.38	20.74
37	3.08	13.09	13.7	14.57	16.79	17.62	18.36	19.36	20.72
38	3.17	13.07	13.68	14.54	16.76	17.59	18.34	19.33	20.7
39	3.25	13.04	13.66	14.52	16.73	17.56	18.31	19.31	20.69
40	3.33	13.02	13.63	14.49	16.7	17.53	18.29	19.29	20.67
41	3.42	13	13.61	14.47	16.68	17.51	18.26	19.27	20.66
42	3.5	12.98	13.59	14.44	16.65	17.48	18.24	19.25	20.65
43	3.58	12.96	13.56	14.42	16.62	17.46	18.22	19.23	20.64
44	3.67	12.94	13.54	14.39	16.6	17.44	18.2	19.21	20.63
45	3.75	12.91	13.52	14.37	16.58	17.41	18.18	19.2	20.62
46	3.83	12.89	13.49	14.34	16.55	17.39	18.16	19.18	20.62
47	3.92	12.87	13.47	14.32	16.53	17.37	18.14	19.17	20.62
48	4	12.85	13.45	14.3	16.51	17.35	18.13	19.16	20.61
49	4.08	12.83	13.43	14.27	16.49	17.34	18.11	19.15	20.62
50	4.17	12.81	13.4	14.25	16.47	17.32	18.1	19.15	20.62
51	4.25	12.78	13.38	14.23	16.45	17.31	18.09	19.14	20.63
52	4.33	12.76	13.36	14.2	16.43	17.29	18.08	19.14	20.64
53	4.42	12.74	13.34	14.18	16.42	17.28	18.07	19.14	20.66
54	4.5	12.72	13.31	14.16	16.4	17.27	18.06	19.14	20.67
55	4.58	12.7	13.29	14.14	16.39	17.26	18.06	19.15	20.69
56	4.67	12.67	13.27	14.12	16.37	17.25	18.06	19.15	20.72
57	4.75	12.65	13.25	14.1	16.36	17.24	18.06	19.16	20.74
58	4.83	12.63	13.23	14.08	16.35	17.24	18.06	19.17	20.77
59	4.92	12.61	13.21	14.06	16.34	17.23	18.06	19.19	20.81
60	5	12.59	13.18	14.04	16.33	17.23	18.06	19.2	20.84
61	5.08	12.56	13.16	14.02	16.32	17.23	18.07	19.22	20.89
62	5.17	12.54	13.14	14	16.32	17.23	18.08	19.24	20.93
63	5.25	12.52	13.12	13.98	16.31	17.23	18.09	19.27	20.98
64	5.33	12.5	13.1	13.97	16.31	17.24	18.1	19.3	21.04
65	5.42	12.48	13.08	13.95	16.3	17.24	18.12	19.33	21.09
66	5.5	12.45	13.06	13.93	16.3	17.25	18.13	19.36	21.16
67	5.58	12.43	13.04	13.92	16.3	17.26	18.15	19.4	21.22
68	5.67	12.41	13.02	13.9	16.3	17.27	18.18	19.43	21.29
69	5.75	12.39	13	13.89	16.31	17.28	18.2	19.48	21.37
70	5.83	12.37	12.99	13.87	16.31	17.3	18.22	19.52	21.44
71	5.92	12.36	12.97	13.86	16.32	17.31	18.25	19.57	21.52
72	6	12.34	12.96	13.85	16.32	17.33	18.28	19.61	21.61
73	6.08	12.32	12.94	13.84	16.33	17.35	18.31	19.67	21.7
74	6.17	12.31	12.93	13.83	16.34	17.37	18.35	19.72	21.79
75	6.25	12.29	12.92	13.82	16.36	17.39	18.38	19.78	21.89
76	6.33	12.28	12.9	13.82	16.37	17.42	18.42	19.84	21.99
77	6.42	12.27	12.9	13.81	16.39	17.45	18.46	19.9	22.09
78	6.5	12.26	12.89	13.81	16.4	17.48	18.5	19.96	22.19
79	6.58	12.25	12.88	13.81	16.42	17.51	18.55	20.03	22.3
80	6.67	12.24	12.88	13.81	16.44	17.54	18.59	20.1	22.41
